address,Time of first deposit on Arbitrum mainnet,Amount of first deposit on Arbitrum mainnet,Last transaction time on Arbitrum mainnet,,,,,,,,,,,,,,,,,,,,,,
0x5ab90ead3c7cedad572c0094a219e3ea1e7c4e21,2023-07-12 06:13:41.000 UTC,0.03,2024-03-19 12:29:23.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0xbbb55eaebe946d5386a18c6280ce1efa1517e746,2023-07-12 06:14:14.000 UTC,0.03,2023-10-05 07:01:23.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x95c3f8bb07c6103712a91587a802030a0230650e,2023-07-12 06:15:44.000 UTC,0.03,2024-02-27 16:14:47.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x6d3c284d827bcbcd43213f14e214987703ba7bef,2023-07-12 06:15:54.000 UTC,0.03,2024-02-27 16:17:11.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0xfc81481e296963234aa4eebbc38377e6ad9ba84b,2023-07-12 06:16:07.000 UTC,0.03,2024-02-27 16:19:11.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x30fa1157c80c92c51f4a159db0a5f8256cd6f180,2023-07-12 06:16:18.000 UTC,0.03,2024-02-27 16:22:23.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0xf57a388efe27784573dde0752d01218627910178,2023-07-12 06:16:37.000 UTC,0.03,2024-02-28 15:23:23.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x815358330c9eab6d3d0f2db8c3fa5826b22f3604,2023-07-12 06:16:48.000 UTC,0.03,2024-02-28 15:25:35.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0xcedd17bb1adc0677ccc48c2df514546ec5e5df18,2023-07-12 06:17:00.000 UTC,0.03,2024-02-28 15:27:59.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x22df63ea276e48402e9280d5bfe700aae9500a41,2023-07-12 06:17:11.000 UTC,0.03,2024-02-28 15:31:11.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x597eca3a5fd8bcb2f47ebcd68cbf40b25d7e05c4,2023-07-12 06:17:22.000 UTC,0.03,2024-02-28 15:49:35.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0xdbb3197a6880f2dfda4689340bb4deefa4c66e43,2023-07-12 06:20:26.000 UTC,0.03,2023-10-05 07:33:11.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x6d054176c6b56960fe458507dbc05d2dc9d59d54,2023-07-12 06:21:05.000 UTC,0.03,2023-10-05 07:33:11.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0xa6a1cdc68187f5de0ea178ad0892a4e8c8c1c56b,2023-07-12 06:22:08.000 UTC,0.03,2024-03-19 04:42:59.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0xbbd4383447fe6b054cb1f3f922406c66a8f0c873,2023-07-12 06:22:24.000 UTC,0.03,2024-03-19 04:35:11.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x1d0e5e9555544b4af6232f72c3c5a07b4e06a26b,2023-07-12 06:22:32.000 UTC,0.03,2023-10-05 07:38:11.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x0481cd0d397009813b0a0de79ddc212351139cf9,2023-07-12 06:22:39.000 UTC,0.03,2024-03-19 04:39:35.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0xcebad478a0ede1f8bd2346f78e6de20527c9cf48,2023-07-12 06:23:02.000 UTC,0.03,2024-03-19 04:38:23.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x2a37c7599175f0e2ab500030e52b4417f6dcd5b3,2023-07-12 06:23:20.000 UTC,0.03,2023-10-05 06:56:47.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x9d8489ce8f9ea4a4a0d10930745a602f8225a543,2023-07-12 06:23:30.000 UTC,0.03,2024-03-19 04:29:47.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x011d2bca02bddcdda12735862684d91f60223859,2023-07-12 06:23:45.000 UTC,0.03,2023-10-05 07:38:11.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x37de7eb129263f134aed432c01805c605b230b9a,2023-07-12 06:23:50.000 UTC,0.03,2024-03-19 04:27:23.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0xab8b1b6de850898010fd0d68822b057c9e716202,2023-07-12 06:24:19.000 UTC,0.03,2023-10-05 07:37:47.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x87dd8cde6e554f53ce0af4ff52041df27be3ac1b,2023-07-12 06:24:20.000 UTC,0.03,2024-03-19 04:22:35.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x5fe52c6d2e82340b7ef48a4e2370e1f63ee354f0,2023-07-12 06:24:41.000 UTC,0.03,2023-10-05 07:38:11.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x9d16c9db9ca015569888be6dc67dae3aae3b1681,2023-07-12 06:24:55.000 UTC,0.03,2023-10-05 07:35:59.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x46852d1dd9510741071b987610b396c3be876701,2023-07-12 06:27:52.000 UTC,0.03,2024-03-18 19:22:47.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0xc765c5a12bd6c8fc3e4ece894179dade89d412d4,2023-07-12 06:28:08.000 UTC,0.03,2024-03-18 19:20:23.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x59613ede5d402ba609f90dc6c6d08e89caf9bd74,2023-07-12 06:28:23.000 UTC,0.03,2024-03-18 19:21:23.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x94452972e1ce024d67832575068eb1588ce00847,2023-07-12 06:28:34.000 UTC,0.03,2024-03-18 19:17:47.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x6fedc8f6b013436e1250d767a9e33496e021d599,2023-07-12 06:28:53.000 UTC,0.03,2023-10-05 07:45:35.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x15d178d38ed8dea5d97de10447200ecca94a4b09,2023-07-12 06:29:04.000 UTC,0.03,2024-03-18 19:11:35.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x5f7888abe8daf7d47758cc6a38c5da6ea99ef9e3,2023-07-12 06:29:15.000 UTC,0.03,2024-03-18 19:09:23.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x40e4c0db3abc294187880505723f84d8333887a4,2023-07-12 06:29:34.000 UTC,0.03,2024-03-18 19:08:23.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x2cc46d11405c7149433246e56a1db5008b145d36,2023-07-12 06:29:45.000 UTC,0.03,2024-03-18 17:51:35.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0xb6e99a5432deb3f64bf81836da41686a4da2df65,2023-07-12 06:30:29.000 UTC,0.03,2024-02-28 15:52:47.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0xbaf0a3c93aba320f60e232e6fa498215ea490598,2023-07-12 06:30:41.000 UTC,0.03,2024-02-28 15:56:23.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x3fbf6242831c7d4f007dd54dc29c9ec5c1fdc944,2023-07-12 06:30:53.000 UTC,0.03,2024-02-28 16:00:47.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x6d6003d16dfe77b6fe48a0c66066cca6092fb247,2023-07-12 06:31:08.000 UTC,0.03,2024-02-28 16:02:59.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x8e8ee68d092c1e507e5da907135bb34436ef98ff,2023-07-12 06:31:22.000 UTC,0.03,2024-02-28 16:04:35.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x3b99a4052acf8ba0bdc59adc2edd1f8d52a91205,2023-07-12 06:31:33.000 UTC,0.03,2024-02-28 16:06:11.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0xeb58f674106f81374387b2a88fee875edf90a59c,2023-07-12 06:31:44.000 UTC,0.03,2024-02-28 16:08:23.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0xad81ba5148faa3cdcd62644944899b1a01d0c20b,2023-07-12 06:31:53.000 UTC,0.03,2024-02-28 16:09:11.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x6ef5f7b3149dc8fd32e48d83d33b3b1bbb704d8e,2023-07-12 06:32:02.000 UTC,0.03,2024-02-28 16:10:23.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x1c2f140537892cf77b3a4bee81525175e75016bb,2023-07-12 06:32:51.000 UTC,0.03,2024-03-18 00:22:47.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0xe13ee49fe4664d3596558aa93838dbe1d7ccb33a,2023-07-12 06:33:12.000 UTC,0.03,2024-03-18 00:18:23.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x82b1ee13c28c2e4896d8c9e12044fcebdc29c407,2023-07-12 06:33:30.000 UTC,0.03,2024-03-18 00:16:59.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0xe214ba63b9715adb8a9efd520787fd4c3d25be88,2023-07-12 06:33:57.000 UTC,0.03,2024-03-18 00:10:59.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0xa6c2ab417c8b117bea2c0947c979f0d3b62f8f1c,2023-07-12 06:34:13.000 UTC,0.03,2024-03-18 00:09:23.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x0654aa2683ab63e764878ed1175fe7ea445e93dc,2023-07-12 06:34:26.000 UTC,0.03,2024-03-18 00:02:11.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x7f9a0bb768b9f7f8e4904c5170d3e8e19b7b0f5c,2023-07-12 06:34:56.000 UTC,0.03,2024-03-17 23:37:23.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x54414bc6de08078b820a12d2a839f3272c5c6a14,2023-07-12 06:36:30.000 UTC,0.03,2024-02-28 16:11:35.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x9f73ab69153bf9b9c742557622215c041cd67863,2023-07-12 06:36:41.000 UTC,0.03,2024-02-28 16:12:59.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x3759150c65a8f692ffdb67fd14aa6aaedc69d507,2023-07-12 06:36:52.000 UTC,0.03,2024-02-28 16:13:59.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x06cfc5dd63a9848c078fdb391220075d84b5e14d,2023-07-12 06:37:04.000 UTC,0.03,2024-02-28 16:15:35.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0xdc85a9a1b88e5f994dbe95fff2b7a0f4ab50abbf,2023-07-12 06:37:31.000 UTC,0.03,2024-02-28 16:16:47.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x6f576a4a60eb3098fa8f25c9bde8a801ef849beb,2023-07-12 06:37:45.000 UTC,0.03,2024-02-28 16:18:11.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x5127d8a88e83ba26b807426b0ce6c599b74ec38b,2023-07-12 06:37:56.000 UTC,0.03,2024-02-28 16:19:23.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x0ccd988ab8f9a2868e006502e4fda35c86687158,2023-07-12 06:38:09.000 UTC,0.03,2024-02-28 16:20:35.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x1c794a6bd6c89a2fae45343b9b097236b0e87602,2023-07-12 06:38:22.000 UTC,0.03,2024-02-28 16:21:47.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0xfb4b33c427a283c2f14dacc3b19fa6f864f2573c,2023-07-12 06:39:38.000 UTC,0.03,2024-03-17 23:26:23.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x8276d9d61bfe0bb0b0e13475096d35c6e279c70f,2023-07-12 06:39:50.000 UTC,0.03,2024-03-17 23:15:59.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x62c56a05d1bc498e23839d5a2672867da6f3602d,2023-07-12 06:40:06.000 UTC,0.03,2024-03-17 23:11:35.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0xf957988d49b637c384dac1390262d9c9409b0d1e,2023-07-12 06:40:20.000 UTC,0.03,2024-03-17 23:07:47.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x17c2787c4be03ac2db6f4d5f0f2bb35a4cbd7abf,2023-07-12 06:40:37.000 UTC,0.03,2024-03-17 23:05:35.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x2eb2cff6cb769d499c2871a1e9889630c3755308,2023-07-12 06:41:24.000 UTC,0.03,2024-03-17 23:00:35.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0xda33a764bf7cf2e7e4b1e60b8fb0d3f27f659ff3,2023-07-12 06:41:38.000 UTC,0.03,2024-03-17 23:01:47.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x2e1c34860c2f3f7f9551ef7b9782a88c82369d6c,2023-07-12 06:42:04.000 UTC,0.03,2024-03-17 22:54:47.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0xad61153e6bf119f21c2c6d011c90a8bad5dc5524,2023-07-12 06:42:21.000 UTC,0.03,2024-03-17 22:49:23.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x397e19fea2d5a67ce520de88efee4e7df2ad4951,2023-07-12 06:43:16.000 UTC,0.03,2024-02-28 16:26:23.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0xd0917a4c22936e897abe2dc261139f29e7c38cde,2023-07-12 06:43:30.000 UTC,0.03,2024-02-28 16:27:35.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0xbdc9f8a23ef81f9263e632bb89ee55d22da57bc6,2023-07-12 06:43:43.000 UTC,0.03,2024-02-28 16:29:11.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x2ef13b508bab007e38d0d8dbe77ff6559cc101eb,2023-07-12 06:43:59.000 UTC,0.03,2024-02-28 16:30:23.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x023c03997de0971aaba631e42b0f757bd0d02664,2023-07-12 06:44:14.000 UTC,0.03,2024-02-28 16:31:35.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x26cdfd2a9330c33dd9c50a63dc79a9f89f546ba7,2023-07-12 06:45:03.000 UTC,0.03,2024-02-28 16:33:59.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0xafe906bcd065adeb3df63b05cbac5ea4a12f0c06,2023-07-12 06:45:16.000 UTC,0.03,2024-02-28 16:35:23.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0xfe2381d88f2a1f5cca4dd261a707b2d6cacc436b,2023-07-12 06:45:39.000 UTC,0.03,2024-02-28 16:36:47.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x9fde35eaffa2b59f4fa07fba027303f72395e93a,2023-07-12 06:47:22.000 UTC,0.03,2024-03-17 22:39:35.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0xdca64520758bcc8709374bd82d2b52108eecd7cf,2023-07-12 06:47:34.000 UTC,0.03,2023-10-05 07:42:59.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0xcdbea9d62fad79c469ab617c81b1f4f1cf795810,2023-07-12 06:47:39.000 UTC,0.03,2024-03-17 22:38:35.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x1dfd3478d9899f9d37635e7640ccee5ecad8297e,2023-07-12 06:47:50.000 UTC,0.03,2023-10-05 07:42:47.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x6e97344f8e9394270939fef6a0f9ab2c3ab70122,2023-07-12 06:47:56.000 UTC,0.03,2024-03-17 22:36:35.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0xc7655ee417e0be812741eeb44340e10ff13c5adb,2023-07-12 06:48:12.000 UTC,0.03,2024-03-17 22:35:35.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0xe672322b866fa02ff6bba8a564aab5dd8b4b59a0,2023-07-12 06:48:20.000 UTC,0.03,2023-10-05 07:42:59.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0xe309109732043bb1d7137eb00a9f092245a6770e,2023-07-12 06:48:30.000 UTC,0.03,2024-03-17 00:34:23.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x8c49c200962f3667b18339d96189a2a8a95110e8,2023-07-12 06:48:38.000 UTC,0.03,2023-10-05 07:41:35.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0xa95f886c388d2598c97bbba3a4ee46a88e200df6,2023-07-12 06:48:53.000 UTC,0.03,2024-03-17 00:33:23.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0xc9b768feeb24c397e330ca1d1220281962a9112e,2023-07-12 06:49:10.000 UTC,0.03,2024-03-17 00:30:47.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0xc97a0510cc847bed0cfa3efe26232f1a53e46d78,2023-07-12 06:49:32.000 UTC,0.03,2024-03-17 00:29:11.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x898c745f6dc2a2da47ffa4e9b1fcf2907327e155,2023-07-12 06:49:55.000 UTC,0.03,2023-10-05 07:47:59.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x351d5ce95ea1bfce94d48785fcab98d9dc9e6353,2023-07-12 06:50:04.000 UTC,0.03,2024-03-17 00:26:35.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x98be91992d040cb951d154e196c91f61f5f805e9,2023-07-12 06:50:13.000 UTC,0.03,2023-10-05 07:47:59.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x079d3adc2a10fafc9c4c2a2483f516e7e4f56c52,2023-07-12 06:50:31.000 UTC,0.03,2023-10-05 07:47:47.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x5238601ff523ee006bb8bfb25bc1b0642e8e8096,2023-07-12 06:51:19.000 UTC,0.03,2023-10-05 07:47:59.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0xb1e4b446578a33ff916d56cc832fbf9b4ef0e916,2023-07-12 06:58:48.000 UTC,0.03,2023-10-05 07:52:23.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x4005b690a41dee89b1e54aea10897c12b6b17ba6,2023-07-12 06:59:13.000 UTC,0.03,2023-10-05 07:52:23.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x61c9d0b690367ed459daacca1a87a97c9124fdc0,2023-07-12 06:59:42.000 UTC,0.03,2023-10-05 07:52:23.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x1b3e11c3afb899107d020f21cce644d03cb80234,2023-07-12 06:59:54.000 UTC,0.03,2024-03-16 22:03:47.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x7bac7cf30b34ca05f0dc03c28b0d89f6497e768f,2023-07-12 07:00:16.000 UTC,0.03,2024-03-16 21:59:11.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x821db0ae493487c0fb0998cc7d2f8d6f82600680,2023-07-12 07:00:17.000 UTC,0.03,2023-10-05 07:51:11.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0xbb0f64350076582e1c9cbe4ed81c4382c2c2729d,2023-07-12 07:00:59.000 UTC,0.03,2024-03-16 21:57:47.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0xd5f7fea35d3dfd5c62990472847807b5ea47b25f,2023-07-12 07:01:11.000 UTC,0.03,2024-03-16 21:54:47.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0xd19b101dd92efea874072c397250075b23c558a0,2023-07-12 07:01:41.000 UTC,0.03,2024-03-16 21:02:59.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0xac74a9c32f1c89a7c9d9f36da51e02685b3f8943,2023-07-12 07:02:02.000 UTC,0.03,2024-03-16 20:59:47.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x984814e0ad07ff09ea4e2a837cb59c77dbff4300,2023-07-12 07:02:06.000 UTC,0.03,2023-10-05 07:57:35.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0xb2a5e1d279c567eef0d22feab6b20aa92fa423ee,2023-07-12 07:02:15.000 UTC,0.03,2024-03-16 20:51:47.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0xf81dac82e59fda380fc984a74a07b97f79b34d79,2023-07-12 07:02:28.000 UTC,0.03,2024-03-16 20:49:47.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x31dcced6a9366a7b177aed8aa0532dcbd2f7cc19,2023-07-12 07:02:42.000 UTC,0.03,2023-10-05 07:57:35.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x42dfa0b10be625bd52b70418e2c75fbbe95645e9,2023-07-12 07:02:45.000 UTC,0.03,2024-03-16 20:48:35.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0xb1e026ff60d355b357cc084c1f60759807547b62,2023-07-12 07:03:05.000 UTC,0.03,2023-10-05 07:57:47.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x9c33b9f98aeab1ac0dad2b344f6d34804a8ba7ad,2023-07-12 07:03:23.000 UTC,0.03,2023-10-05 07:56:11.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x22d720dcd477df51d816a3732fbca4b392fa8278,2023-07-12 07:04:33.000 UTC,0.03,2023-10-05 07:57:47.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0xea436231a31b33eb9c27176f22518de28b173645,2023-07-12 07:07:35.000 UTC,0.03,2024-02-28 16:37:59.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0xfa1af6cdd2d4b09e8bf3de079c1549f265c4811d,2023-07-12 07:07:44.000 UTC,0.03,2024-02-28 16:39:11.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x42fa818e638ce63d45669910b647ec542e5e678b,2023-07-12 07:08:00.000 UTC,0.03,2023-10-03 08:37:35.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x791595143e76eb3aa19541797f804a44169acb91,2023-07-12 07:08:14.000 UTC,0.03,2024-02-28 16:40:59.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0xf6ceddb5cc2f8c21c13d384552e8d8df10e89d13,2023-07-12 07:08:31.000 UTC,0.03,2024-03-15 20:03:23.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0xd78ae636dd4b140ead7ce03793e209bdbd4c97b6,2023-07-12 07:08:43.000 UTC,0.03,2024-02-28 16:42:35.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x15361e146cd2220e693c8968ddc9ba333c6abe7c,2023-07-12 07:08:56.000 UTC,0.03,2024-02-28 16:43:59.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x7d1fbfcc5d079eab9e4306a079fa33293aae9372,2023-07-12 07:09:01.000 UTC,0.03,2024-03-15 20:00:35.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x8ba6694cd00ea2e65b1721afdee8386197ea8f25,2023-07-12 07:09:05.000 UTC,0.03,2024-02-28 16:44:59.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x8c174f70f6332db7ea7d26097ee4bc0945ec9868,2023-07-12 07:09:13.000 UTC,0.03,2024-03-15 19:59:35.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x553e57082edd8b46f6c71c15b4375694aa36d08c,2023-07-12 07:09:15.000 UTC,0.03,2024-02-28 16:46:23.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0xe823238c708647d3ca0acc73da69b8f6fd69a9c4,2023-07-12 07:09:24.000 UTC,0.03,2024-03-15 19:52:23.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x64ba4f8b06fbecae25abcf6b51055d7d20314527,2023-07-12 07:09:25.000 UTC,0.03,2024-02-28 16:47:47.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x5f3e3eb4554d31de10ea33e135a2277438f0d34f,2023-07-12 07:09:40.000 UTC,0.03,2024-03-15 19:40:35.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x107aa57bd59e66c48eb08274fedfe463f66cc624,2023-07-12 07:10:05.000 UTC,0.03,2024-03-15 19:34:23.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0xaaebddaa09e79be30759704712fe44e1ea9a107d,2023-07-12 07:10:18.000 UTC,0.03,2024-03-15 19:33:35.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x6d1bdef4e6bd471be410dbb3ad299787fc88a86d,2023-07-12 07:10:31.000 UTC,0.03,2024-03-15 19:29:59.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x717196434c60535739928fee30d7b4046f90e118,2023-07-12 07:10:51.000 UTC,0.03,2023-10-05 08:03:35.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0xcf36359563439bc935a204b703461e0c6e754372,2023-07-12 07:11:26.000 UTC,0.03,2023-10-05 08:03:23.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x7db7fa7f5d6b8f6a6f7deaa94a9c988a601064e7,2023-07-12 07:11:54.000 UTC,0.03,2023-10-05 08:03:35.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0xc8932a25a8a1b4321567ad369b90f8a1a822cb1c,2023-07-12 07:12:07.000 UTC,0.03,2023-10-05 08:02:11.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x20fda241703dcdb6c0ee6ce85c8999debf145a0f,2023-07-12 07:13:27.000 UTC,0.03,2023-10-05 08:08:23.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x419cbaaff2a2a839c36d19a297d99be0b8226a24,2023-07-12 07:13:59.000 UTC,0.03,2024-02-28 16:49:11.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0xa36368f8ce9725c9fe17daf44f79d1713b8b7faf,2023-07-12 07:14:15.000 UTC,0.03,2024-02-28 16:50:23.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x8bc8a3f90540b4d919dec1a400eadb1d184c1899,2023-07-12 07:14:26.000 UTC,0.03,2024-02-28 16:51:23.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x42f9df7b1748aff5c05967dce4c4a73b7156ea61,2023-07-12 07:14:29.000 UTC,0.03,2023-10-05 08:08:23.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x5288534cf12f9e68493b89e2254200da1fdec5c0,2023-07-12 07:14:41.000 UTC,0.03,2024-02-28 16:52:35.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x8654e92d880fabc3380251bbe5640ed3a56d9adb,2023-07-12 07:14:50.000 UTC,0.03,2023-10-05 08:08:23.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x6668e40b64118ad82e8c50be0fd099218fdefb03,2023-07-12 07:14:55.000 UTC,0.03,2023-10-03 11:03:59.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x6cadff10fa6545e0f0901df188710702e96f23b2,2023-07-12 07:15:04.000 UTC,0.03,2024-03-14 07:55:35.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0xcd1de36a3707b1d67da012bea72cf4f98be4b1cf,2023-07-12 07:15:08.000 UTC,0.03,2023-10-03 11:03:59.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x82723590c54403ecac49c69dd223c4d99cc9aee2,2023-07-12 07:15:10.000 UTC,0.03,2023-10-05 08:07:11.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0xe5cb30b8b9a00509220404da5b25967c932e0c7f,2023-07-12 07:15:21.000 UTC,0.03,2023-10-03 11:03:59.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0xfac8575365cda073b579fc3953f3f148f4792781,2023-07-12 07:15:21.000 UTC,0.03,2024-03-14 07:52:59.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0xf45ed20bdb0dd2ee52011e294dfbd809b19ef954,2023-07-12 07:15:30.000 UTC,0.03,2023-10-03 11:03:59.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0xc5de290bead8f93d19868b2e6149f1ff0e2443d5,2023-07-12 07:15:34.000 UTC,0.03,2024-03-14 07:50:59.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x577d7de2e8eb491c93ab56a73cfb2e624d32d3ff,2023-07-12 07:15:39.000 UTC,0.03,2023-10-03 11:02:59.000 UTC,,,,,,,,,,,,,,,,,,,,,,
