address,Time of first deposit on Arbitrum mainnet,Amount of first deposit on Arbitrum mainnet,Last transaction time on Arbitrum mainnet,,,,,,,,,,,,,,,,,,,,,,
0x6c1adb9eceb677104fe36ebd134c8ee81b471da6,2023-07-18 07:09:27.000 UTC,0.03,2023-09-30 10:51:23.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x5bf546781f28b89953478c943f5435345637c5e7,2023-07-18 07:10:14.000 UTC,0.03,2023-09-30 10:51:47.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x0358ffddaa2d932fe21120602145ec97d181d79e,2023-07-18 07:10:44.000 UTC,0.03,2023-09-30 10:52:11.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0xa049a581f0a46bc2fe37a77a7ef79746c4b88f96,2023-07-18 07:11:31.000 UTC,0.03,2023-09-30 11:00:35.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x6a047e7a6ccce2f99e52c7155cf855705f4ba91a,2023-07-18 07:11:54.000 UTC,0.03,2023-09-30 11:00:59.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x9f44b6e0a4ee728f2c63eb1b968ca6088c8314c3,2023-07-18 07:12:15.000 UTC,0.03,2023-09-30 11:01:11.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x7d6980419d8770e5b50dce8a1c78346410bcb48d,2023-07-18 07:12:39.000 UTC,0.03,2023-09-30 11:01:35.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x88e8d0981b8c85e3a1c8424afcdc4bdd43d86239,2023-07-18 07:13:20.000 UTC,0.03,2023-09-30 11:01:59.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x2f5543dc7c8c15756a1a66d288a31b866d3357b3,2023-07-18 07:16:54.000 UTC,0.03,2023-09-30 11:06:23.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x23ac6b93d11d62177d77f096da117b0497db9101,2023-07-18 07:17:05.000 UTC,0.03,2023-10-02 10:07:59.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x11eeebec0dfab7661c196f8008d6348883616a6d,2023-07-18 07:17:16.000 UTC,0.03,2023-09-30 11:06:47.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0xc7f190482ab9a5d6d61ed7dc2ab0f91ea806f1b1,2023-07-18 07:17:22.000 UTC,0.03,2023-10-02 10:08:23.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x1a2cce2ef2037035c45854535d8e2fc5e4cec192,2023-07-18 07:17:36.000 UTC,0.03,2023-10-02 10:07:59.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x1355699ef775d7d370b7971f69d73ba9cd0e9a23,2023-07-18 07:17:47.000 UTC,0.03,2023-09-30 11:06:59.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x0d226f30d40c2d7c1e04c25aa77560a3c5a48599,2023-07-18 07:17:51.000 UTC,0.03,2023-10-02 10:12:47.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0xe14452583cc5d70664e0b591bc685f67ef2217ac,2023-07-18 07:18:04.000 UTC,0.03,2023-10-02 10:12:35.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x1730260e023bfc5aaa14a8c5fadd91adf39c6479,2023-07-18 07:18:08.000 UTC,0.03,2023-09-30 11:07:47.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x5e3125d6f4a45c8f109ecd3d949b534fb96eaf68,2023-07-18 07:18:15.000 UTC,0.03,2023-10-02 10:12:35.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x24a772a6093939f73fbf0a9cadffcaaed2473e18,2023-07-18 07:18:26.000 UTC,0.03,2023-10-02 10:13:23.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x6ac030daddece1dab3160f176e82db351fa5b4fb,2023-07-18 07:18:39.000 UTC,0.03,2023-09-30 11:12:11.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x8ae16983c187cd2cc50817aa349a22a46be0a2c2,2023-07-18 07:18:45.000 UTC,0.03,2023-10-02 10:12:35.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x7ab849f31caee2de156aaf9b2110c12a1b866fac,2023-07-18 07:18:57.000 UTC,0.03,2023-09-30 11:12:35.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x2d349d23f2ee6186bc8bbbd12b7a7e458921e001,2023-07-18 07:19:27.000 UTC,0.03,2023-09-30 11:13:11.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x709e767f34a4bdfd5beece55eb82b34bcfc965b4,2023-07-18 07:19:47.000 UTC,0.03,2023-09-30 11:13:23.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x91ab95d40bf34fa51104fbe4582d7305a31a6f21,2023-07-18 07:20:08.000 UTC,0.03,2023-09-30 11:13:59.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x674944669640b66c8602aa75b5533369ae29fee5,2023-07-18 07:21:33.000 UTC,0.03,2023-10-02 10:17:35.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0xc30db9780d44e030ded83d6bd56dca7863890900,2023-07-18 07:21:46.000 UTC,0.03,2023-10-02 10:17:35.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x70e21498e23d909f7b214bfd5453f288245c524e,2023-07-18 07:21:54.000 UTC,0.03,2023-10-02 10:17:47.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x13fb04a61f2f88f6f99e40e0837eb1e4eb521670,2023-07-18 07:22:07.000 UTC,0.03,2023-10-02 10:17:35.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x1289d9a42d3561e6635aec499ca3285fe3092c12,2023-07-18 07:22:16.000 UTC,0.03,2023-10-02 10:22:59.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x976b38ab4d28ffc3968faa137085aafa1dcc6786,2023-07-18 07:22:34.000 UTC,0.03,2023-10-02 10:22:47.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x6f8ec2e61479d872cfd7e6fa1ff55eac2e135459,2023-07-18 07:22:51.000 UTC,0.03,2023-10-02 10:22:47.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0xdf8dad4d9cb5aa2757ffa514943fdd86246a5961,2023-07-18 07:23:02.000 UTC,0.03,2023-10-03 03:40:23.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x6c1eafdd982cd2f5dcd75a28a64ddea31d27a665,2023-07-18 07:23:11.000 UTC,0.03,2023-10-02 10:22:47.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x998ba7fee90e304a6cb0ecdda64e097d4dcc245b,2023-07-18 07:24:03.000 UTC,0.03,2023-10-01 00:25:23.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x65f5bcab8345834a2697d82946edd6d661fc4e41,2023-07-18 07:24:24.000 UTC,0.03,2023-09-30 11:19:59.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0xa12ddad9ca5908a4f7f973d411e148d85b694a94,2023-07-18 07:24:44.000 UTC,0.03,2023-09-30 11:20:23.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x634b2f4c2cc79f2ab2fb4ba1ecb80440faef718d,2023-07-18 07:25:04.000 UTC,0.03,2023-09-30 11:20:59.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x4ae7aee7303ef0276646af1e41d02b540b7d7499,2023-07-18 07:25:34.000 UTC,0.03,2023-09-30 11:26:11.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0xefe8ec18c507b4b34ee5bb41dbdd2d38b1bc7757,2023-07-18 07:25:53.000 UTC,0.03,2023-09-30 11:27:11.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0xe20fd4fe01dc9f36d134c8a5b5c19e5729939673,2023-07-18 07:26:12.000 UTC,0.03,2023-09-30 11:27:23.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0xf52ab898436dafada515a3d6bf43ad69dd70ce81,2023-07-18 07:26:29.000 UTC,0.03,2023-09-30 11:27:59.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x612311797fa6c409f6e1f3d181ec7ae385aba4d4,2023-07-18 07:26:54.000 UTC,0.03,2023-09-30 11:28:23.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x216b106345519feb85ecee904a455a6156da8914,2023-07-18 07:31:14.000 UTC,0.03,2023-09-30 11:32:47.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x27504738225201afeb52adf8c3f51e63593eabe4,2023-07-18 07:31:33.000 UTC,0.03,2023-09-30 11:32:47.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x12320b4f09b90145c9a7877b80b099dbced7efc5,2023-07-18 07:31:55.000 UTC,0.03,2023-09-30 11:33:11.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0xcb489dcefb2f8d154ff6f56bbc47b8a747c444c6,2023-07-18 07:32:24.000 UTC,0.03,2023-09-30 11:33:47.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x587da13be10c05a187f7908eed57f1316f31ce51,2023-07-18 07:32:55.000 UTC,0.03,2023-10-03 03:46:35.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x562ba14c9537e841e4a54cbe66f7c0ee9339c7f0,2023-07-18 07:33:09.000 UTC,0.03,2023-10-03 03:46:35.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x3ef34031d24ca5e345a9cb413cfd8fc509415b69,2023-07-18 07:33:21.000 UTC,0.03,2023-09-30 11:49:11.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x9acf729b407e74ff427bb6d4747aac9902fe05e8,2023-07-18 07:33:25.000 UTC,0.03,2023-10-03 03:46:47.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0xea4ac008759065909d12e0323dc9f4be5b6e5bcc,2023-07-18 07:33:43.000 UTC,0.03,2023-09-30 11:49:35.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0xa023b14f22e68a770b9fade32d0c56cd67e0d599,2023-07-18 07:33:44.000 UTC,0.03,2023-10-03 03:46:35.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x247c05c5ab2a361dfacdf116ae83c21ddc431396,2023-07-18 07:33:57.000 UTC,0.03,2023-10-03 03:50:23.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x43d43546697768f7e2706255cfff4191b3638250,2023-07-18 07:33:59.000 UTC,0.03,2023-09-30 11:50:23.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0xf078bbb241bbd548a3bdaf8c013558ab285e5cee,2023-07-18 07:34:13.000 UTC,0.03,2023-10-03 03:50:23.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0xbaa351fc9da104bc2ff638bf830f00446746475d,2023-07-18 07:34:15.000 UTC,0.03,2023-09-30 11:50:47.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x18a7b1056ae5f2f60465f5639fa511ddcb109d4a,2023-07-18 07:34:24.000 UTC,0.03,2023-10-03 03:50:23.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0xb3e1c586bf35339b78362c0f6d186a7dc0b0188b,2023-07-18 07:34:36.000 UTC,0.03,2023-09-30 11:51:11.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x363f4641f944150590fc2ca135148711b384f793,2023-07-18 07:34:45.000 UTC,0.03,2023-10-03 03:52:59.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x9f3fda8a0e8547655c70fe4283b784c128c8ce4b,2023-07-18 07:34:57.000 UTC,0.03,2023-10-03 03:50:23.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x737fd1fbf7cdeca0f0e82d80236022d6408f605a,2023-07-18 07:38:38.000 UTC,0.03,2023-09-30 11:55:47.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x788a55769a4cd025d3a05b015b16ec08573a633e,2023-07-18 07:38:59.000 UTC,0.03,2023-09-30 11:56:11.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x22551d0b8932c1c7e7d8820de37d61fd528cc026,2023-07-18 07:39:30.000 UTC,0.03,2023-09-30 11:56:35.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x964f4654a859352e290202d26296e895d910ca08,2023-07-18 07:39:52.000 UTC,0.03,2023-09-30 11:56:59.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x2eb3fbc2d3a4f5d657169e0eab0113f68fe61fac,2023-07-18 07:40:18.000 UTC,0.03,2023-09-30 12:01:11.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0xe28384c6e400b1b3f43f751b7114bb6394807782,2023-07-18 07:40:33.000 UTC,0.03,2023-09-30 12:01:23.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x745e4e1f4d27ac4fc4422469792c8cdf47f4ed29,2023-07-18 07:40:57.000 UTC,0.03,2023-09-30 12:01:47.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x4124333d81c3840b318521699a77c88a03775dc7,2023-07-18 07:41:27.000 UTC,0.03,2023-09-30 12:02:11.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0xae8311112ae9eee6515fb323f5e861c3bfae5cbc,2023-07-18 07:41:46.000 UTC,0.03,2023-09-30 12:02:35.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0xfe0a997ea62cf4747eb4ebd9f3e5599a8fa693d9,2023-07-18 07:47:16.000 UTC,0.03,2023-09-30 12:06:59.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x8a97646d5db9832127fb8fe7b82ce426919fc76e,2023-07-18 07:47:37.000 UTC,0.03,2023-09-30 12:07:23.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x59de91bee52c67cecd1fa93ac0f1f2ec40bcdc25,2023-07-18 07:47:59.000 UTC,0.03,2023-09-30 12:07:35.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x5d1e93bbd5e26af165fe40f0fc03db92ee632bea,2023-07-18 07:48:19.000 UTC,0.03,2023-09-30 12:07:59.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0xae3695f3516e415df2b16fd8aabb5c749e0bbd64,2023-07-18 07:48:46.000 UTC,0.03,2023-09-30 12:12:11.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x3e0faf93a55a88344ccd05d80c1e6f5ccbde582d,2023-07-18 07:49:09.000 UTC,0.03,2023-09-30 12:12:23.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0xf582bb1d7e65254aaff92c89e8ad84041c40d38f,2023-07-18 07:49:39.000 UTC,0.03,2023-09-30 12:12:47.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0xbe0b3930418cf21958a05136e7122151ac659ea8,2023-07-18 07:49:59.000 UTC,0.03,2023-09-30 12:12:59.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0xfbefbbdb6f0b99b2cef7fee8284d420a6d749ed4,2023-07-18 07:50:30.000 UTC,0.03,2023-09-30 12:13:23.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x1e999f985a38561be45b6bccba114070ef065de0,2023-07-18 07:56:25.000 UTC,0.03,2023-09-30 12:18:47.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x8dd177288ba12c68e60a2854c73a164790e3fbc5,2023-07-18 07:56:45.000 UTC,0.03,2023-09-30 12:18:59.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x4e89fa1e72bf0960c627150f9b73541ca3235cf0,2023-07-18 07:57:05.000 UTC,0.03,2023-09-30 12:19:23.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x925257714a7c69aedda038287c171cbfc13ac18d,2023-07-18 07:57:25.000 UTC,0.03,2023-09-30 12:19:59.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x1afe2739cbfc4a5f2fd2e2043960703c4906beb2,2023-07-18 07:57:46.000 UTC,0.03,2023-09-30 12:24:59.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x2bc612496fce29e5a74808fb566406b352ce6471,2023-07-18 07:58:06.000 UTC,0.03,2023-09-30 12:25:35.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x5a87a68686cdd723a4d676806d4f6afb3a0ddb77,2023-07-18 07:58:25.000 UTC,0.03,2023-09-30 12:25:59.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0xa7504fdb238990206f0af1ed262ed74f9e8e2677,2023-07-18 07:58:48.000 UTC,0.03,2023-09-30 12:26:23.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x380a6976771fd043cb9ca3db2b6c5e33822cd45e,2023-07-18 07:59:09.000 UTC,0.03,2023-09-30 12:26:47.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x85fb903561d0fcf80558cfe08f74dba46784df61,2023-07-18 08:04:06.000 UTC,0.03,2023-09-30 13:34:59.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0xae1d6140ab63cf7137511fd30215b3fbb0119f79,2023-07-18 08:04:27.000 UTC,0.03,2023-09-30 13:35:23.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x8abad6b8b860a92355a6a00e678e1188b5571d6e,2023-07-18 08:13:11.000 UTC,0.03,2023-09-30 13:35:47.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x37c019220299584de6c2f64a80427838f0fd02f6,2023-07-18 08:13:29.000 UTC,0.03,2023-09-30 13:36:23.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0xd0f419e07778233bba95bd23052ab406acf85ed9,2023-07-18 08:13:47.000 UTC,0.03,2023-09-30 13:40:11.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x99a69d41fcf63911c89fe54eefe6421408568d8a,2023-07-18 08:14:01.000 UTC,0.03,2023-09-30 13:40:59.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x63c7c2e7deade0e82f0465c42e015d7e242639fb,2023-07-18 08:14:18.000 UTC,0.03,2023-09-30 13:41:23.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x4a395be5fc5ea2851900c174ee3d1349774eed2e,2023-07-18 08:14:38.000 UTC,0.03,2023-09-30 13:41:35.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0xb84adffc5d10f00196b9225df68d9b3b7405f273,2023-07-18 08:14:56.000 UTC,0.03,2023-09-30 13:42:11.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x9d18a24ff8f4d30500e0725500e7438517eb064b,2023-07-18 08:19:32.000 UTC,0.03,2023-10-01 00:29:23.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x425334dc0b394991678812398cd0581fd37dd651,2023-07-18 08:19:54.000 UTC,0.03,2023-10-01 00:28:23.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x5866628b8062b8fab700fdd6ffa7a800b3477e4e,2023-07-18 08:20:11.000 UTC,0.03,2023-09-30 13:49:11.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0xbd11f1d7daad7b8614ce90ccad94dbb4ec0e80f8,2023-07-18 08:20:30.000 UTC,0.03,2023-09-30 13:49:35.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x615a3ffbc419f0d3e212dce50a52eec6f5a3fc34,2023-07-18 08:20:50.000 UTC,0.03,2023-09-30 13:53:35.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0xc83e7d24b8f57fcc6656969ba36d508d0d91b411,2023-07-18 08:21:09.000 UTC,0.03,2023-09-30 13:53:47.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0xb7b18dafdc2086f6384296c6bc6a6e94b1e5350b,2023-07-18 08:21:24.000 UTC,0.03,2023-09-30 13:54:11.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x18a7046b3f14af3440b64ac69fa0c356d863bdaa,2023-07-18 08:21:44.000 UTC,0.03,2023-09-30 13:54:35.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x914c31e21e6dae6a61c491219bcc86631394469f,2023-07-18 08:21:59.000 UTC,0.03,2023-09-30 13:54:59.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x8bdade0616e1a39508cc85874de48ceb11e005de,2023-07-18 08:23:59.000 UTC,0.03,2023-09-30 14:01:23.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x1828ccd65c519a69bbbcdea86e10087359f7abde,2023-07-18 08:24:18.000 UTC,0.03,2023-09-30 14:01:47.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0xa6b18c5126c37f0f62dbf431eb027caaaad2961f,2023-07-18 08:24:32.000 UTC,0.03,2023-09-30 14:02:11.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x9c8fcb3dd46a236d7832a27971c825e13fdb05e7,2023-07-18 08:24:47.000 UTC,0.03,2023-09-30 14:02:35.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x55285e792a93eca11179bf611d77d5f4a2f59ea2,2023-07-18 08:25:12.000 UTC,0.03,2023-10-01 00:33:59.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x7ecaac622146257e08616b10626f470a4d668b00,2023-07-18 08:25:31.000 UTC,0.03,2023-09-30 14:06:59.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x8b52f7fe76719c4fb798ab2ed0eab6fc860b3d1b,2023-07-18 08:25:49.000 UTC,0.03,2023-09-30 14:07:11.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x6664014115999a9c277c45821442337fb89ab510,2023-07-18 08:26:05.000 UTC,0.03,2023-09-30 14:07:35.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x1a0dc6fd73086336c5de928ccf50bfebe455c019,2023-07-18 08:26:25.000 UTC,0.03,2023-09-30 14:07:59.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0xbc564046a50e6809a94f32b9fe7168974fa8615e,2023-07-18 08:28:35.000 UTC,0.03,2023-09-30 14:12:11.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0xa3022b71f5c9ca9f3ddf743bbe1713f835eb6511,2023-07-18 08:28:50.000 UTC,0.03,2023-09-30 14:12:35.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x72ff9e3db054e99aec76641bc564d91d6e0b3c45,2023-07-18 08:29:12.000 UTC,0.03,2023-09-30 14:12:47.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x7e9b4ffc73053b19eef52b8ff9586ab3990df1a2,2023-07-18 08:29:28.000 UTC,0.03,2023-09-30 14:13:11.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0xc03ef1c590bc6c1c7a879323d6cf4856c79e4c06,2023-07-18 08:29:52.000 UTC,0.03,2023-09-30 14:18:23.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x1d7ba8e36ac0aff85efbca85d8d469c40204ee28,2023-07-18 08:30:06.000 UTC,0.03,2023-09-30 14:18:35.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0xf52a30dcc2ade82c30cff9034d891f6bcd26b24c,2023-07-18 08:30:21.000 UTC,0.03,2023-09-30 14:18:47.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x7f29cf9cdc449a6cf2a3faa4a005752333943cf2,2023-07-18 08:30:36.000 UTC,0.03,2023-09-30 14:19:11.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0xf037b45b248ef79daafb95047933d32b296f2f87,2023-07-18 08:30:54.000 UTC,0.03,2023-09-30 14:19:23.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x081d5c6f2f7d2b46f29329204f02f92877c67d47,2023-07-18 08:33:23.000 UTC,0.03,2023-09-30 14:23:35.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x7cd30b6c9b11cd7a96e9c4cf413054cbad6d1e41,2023-07-18 08:33:39.000 UTC,0.03,2023-09-30 14:23:59.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x96b09fee2aada921128099ac8cf794e1c2c80355,2023-07-18 08:33:57.000 UTC,0.03,2023-09-30 14:24:11.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x9f5b7de13ab7e9ab0a8ff95cbb62c5e9089da087,2023-07-18 08:34:16.000 UTC,0.03,2023-09-30 14:24:35.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0xe4907ca50cefa7bee1d2ce3f138905d1e2ec9b23,2023-07-18 08:34:39.000 UTC,0.03,2023-09-30 14:28:47.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x4c98afa206ccb5876713a78b5b05c78b461b8d3c,2023-07-18 08:34:57.000 UTC,0.03,2023-09-30 14:29:11.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x19d9e88ca963655a0ca5262dec7f9fdee6ae47db,2023-07-18 08:35:37.000 UTC,0.03,2023-09-30 14:29:47.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0xfd2e99a91394fbccc66f02f67e5b692d2579e05b,2023-07-18 08:35:54.000 UTC,0.03,2023-09-30 14:29:59.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x0b94a86511b83fd8458047521119432444a53f56,2023-07-18 08:36:12.000 UTC,0.03,2023-09-30 14:31:23.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x4bb60e3be847f685f935f0323691f43656af12d7,2023-07-18 09:38:14.000 UTC,0.03,2023-10-04 03:47:59.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x6d7fc3dceca60862654157d7baba94537dc9a1e8,2023-07-18 09:38:26.000 UTC,0.03,2023-10-04 03:47:59.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0xef7fc521c77d921c63404efbe7c181fb1bd85716,2023-07-18 09:38:35.000 UTC,0.03,2023-10-04 03:48:11.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0xd9dec685ca962162dae78e63711b06860393307d,2023-07-18 09:38:46.000 UTC,0.03,2023-10-04 03:47:23.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0xe9d38735a1fd15bd4e210674a6c48c76dc4abb1b,2023-07-18 09:39:01.000 UTC,0.03,2023-10-04 04:25:11.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x201e6f89db7ac38d17c3676d8c8131b2d258f9c3,2023-07-18 09:39:12.000 UTC,0.03,2023-10-04 04:25:11.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x0e8384d0ef6851c60d36e98656494856772bb360,2023-07-18 09:39:22.000 UTC,0.03,2023-10-04 04:25:11.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0xd91fdcae8b0420ee77c5c7c72a196379e14bf2d0,2023-07-18 09:39:33.000 UTC,0.03,2023-10-04 04:25:11.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x2fc29a27d1839130c3279aab1aee143c9b39ce43,2023-07-18 09:39:43.000 UTC,0.03,2023-10-04 04:24:23.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x75a69dda42f9da4740e9c5d1861a0e5d0262839e,2023-07-18 10:30:36.000 UTC,0.03,2023-10-03 02:59:23.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0xae6866f386932524a101d70662037a91b4be7e08,2023-07-18 10:30:55.000 UTC,0.03,2023-10-03 03:00:59.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x1af30f2f6cb8ef5096129de15371f3c83a4ddb01,2023-07-18 10:31:16.000 UTC,0.03,2023-10-03 03:01:35.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x61212341c82fe7e767d791ccb0334da33da0981d,2023-07-18 10:31:38.000 UTC,0.03,2023-10-03 03:03:23.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0xa11515c6033f6c482096960bf7f7fb04f03aaac3,2023-07-18 10:31:56.000 UTC,0.03,2023-10-03 03:23:23.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x4c7e3432707639338c11f07f467b39a4915efdf7,2023-07-18 10:32:18.000 UTC,0.03,2023-10-03 03:24:35.000 UTC,,,,,,,,,,,,,,,,,,,,,,
0x9ff76730552dd4cd816947cbe08cd1d7be116701,2023-07-18 10:32:38.000 UTC,0.03,2023-10-03 03:25:11.000 UTC,,,,,,,,,,,,,,,,,,,,,,
